id,duration,bitrate,bitrate.video.,height,width,frame.rate,frame.rate.est..,codec,category
FFSg-mVJ5z8,262,700,633,480,352,30,0,h264,Entertainment
b5du-YkJOxY,822,966,856,1280,720,15,15,h264,Education
P4vP-z74ZHg,195,3194,2999,1280,720,30,30,h264,People & Blogs
Nc3G-Di5DgI,82,2814,2620,1280,720,30,30,h264,Entertainment
S_Zh-MQNY5A,75,6148,5954,1920,1080,30,30,h264,Autos & Vehicles
vDKd-ByZmi0,132,3084,2889,1280,720,30,30,h264,People & Blogs
G0Uc--EHmhc,3172,216,81,854,470,25,0,h264,Education
LEZQ-YrArZQ,76,438,308,240,320,15,0,h264,People & Blogs
zR4a-hI9kI8,85,411,317,320,240,15,15,h264,Autos & Vehicles
7V7R-btMork,323,326,193,640,480,29.97,0,h264,People & Blogs
FUXm-zHo9ZY,22,557,428,480,360,29.97,0,h264,Entertainment
sQsb-DdFbdA,17,864,825,640,480,30,0,h264,Sports
jHGE-aLEA3A,306,492,396,480,360,29.92,0,h264,Education
EhNt-2jbPYM,131,352,274,640,360,23.98,0,h264,Autos & Vehicles
KEw7-p6OxBM,24,378,302,320,240,7.58,0,h264,People & Blogs
j_S8-JZrPNM,140,594,502,640,480,7.5,0,h264,Music
7LyZphjh9GU,19,9062,8927,1920,1080,30,30,h264,Sports
__Zo-fF2qUI,5017,494,365,640,480,29.97,0,h264,Nonprofits & Activis
ap6F-C5N6Z0,92,911,825,630,360,29.97,0,h264,Howto & Style
3SBr-jEPBDE,295,1577,1383,1920,1080,29.97,29.97,h264,Music
Nwqs-2M1xCA,90,1067,959,640,480,25,0,h264,Travel & Events
W0LJ-aX8roQ,155,419,289,320,240,25,0,h264,Science & Technology
c9xJ-MUJsCE,210,1205,1011,544,720,29.97,29.97,h264,Music
8CL1-MmVYNI,99,669,577,568,320,30,0,h264,Sports
z0vz-p7h-MY,24,400,294,320,240,15,0,h264,People & Blogs
i-gE-6DcPp8,353,656,606,576,432,25,0,h264,Entertainment
DRX7-ukt2No,62,859,0,640,480,29.97,0,h264,People & Blogs
1fbK-HzW3VU,165,435,304,320,240,30,0,h264,Music
j3OP-_7CgRk,117,389,291,854,480,29.92,0,h264,Music
qCHw-Z_iBkw,19,384,304,320,240,29,0,h264,People & Blogs
2-Bs-q6YQiI,204,3682,3488,1920,800,25,25,h264,Music
5wDr-oMAmMs,2,97,90,320,240,30,0,h264,Nonprofits & Activis
mvoY-xj-7v0,192,1003,887,654,480,29.97,0,h264,Music
Bf_o-f_NnQk,154,669,546,640,360,25,0,h264,People & Blogs
RMei-aRvMO4,405,3140,2986,1280,720,30,30,h264,Gaming
98yI-p0U1_w,72,1017,933,640,480,25,0,h264,Comedy
PCtE-nHG2G0,360,660,535,854,478,30,0,h264,Entertainment
NrPC-gRUn-c,14,421,377,350,240,29.97,0,h264,Music
JgrM-VZQ-VU,206,201,80,640,480,25,0,h264,Music
FrE0-6v4lWE,904,5656,5462,1920,1080,29.97,29.97,h264,Gaming
3O8W-PH965U,199,955,839,854,480,25,0,h264,People & Blogs
nIO2-TU_nDE,190,327,322,640,480,29.97,0,h264,Entertainment
4PAm-CrFMGw,3,302,302,320,240,30,0,h264,Education
FBIg-E6jNl4,402,798,694,600,480,25,0,h264,Howto & Style
-lD4t-r89vM,191,576,449,640,480,25,0,h264,People & Blogs
flYUouQmAIY,580,774,647,480,360,29.97,0,h264,Gaming
mlvS-WWTvAg,46,347,216,640,480,6,0,h264,People & Blogs
Ic9N-lVeW1Y,34,1230,1173,640,480,30,0,h264,People & Blogs
e6Tf-sK94gM,129,983,866,640,480,25,0,h264,News & Politics
uokM-X8OH9A,55,468,371,360,480,30,0,h264,Comedy
s8_I-P0oceM,510,408,278,640,480,25,0,h264,Music
WhfE-lT7Ou8,141,823,737,640,480,16,0,h264,Entertainment
8EaI-qfasZI,36,549,421,426,320,29.97,0,h264,Travel & Events
EWsI-HRFd8Q,523,430,300,320,256,25,0,h264,People & Blogs
x_pb-EYOBuw,28,4945,4750,1920,1080,30,30,h264,Gaming
adyA-QPg_b0,177,493,397,480,360,30,0,h264,Music
EtA7-SIXyRc,164,907,821,480,360,29.97,0,h264,Music
X-Yy-KGtWK4,549,1037,891,960,720,15,15,h264,Gaming
qrIz-T-tpw4,45,281,213,320,240,29.97,0,h264,Entertainment
RMS7-CnGo2o,169,1239,1128,640,480,29.97,0,h264,People & Blogs
iRci-WoRNOo,8,306,243,320,240,13.83,0,h264,Entertainment
apSX-o_Giew,469,628,500,450,360,25,25,h264,Travel & Events
_y6s-1MxdNc,187,1171,1091,640,480,25,0,h264,News & Politics
-94M5-Agmrg,601,341,281,320,240,25,0,h264,Travel & Events
kUXM-A2m-Hk,61,432,390,320,240,30,0,h264,Travel & Events
HGRX-f-eW94,343,2129,2014,1280,720,25,25,h264,Entertainment
xy8S-vjQpgM,31,619,501,320,240,29.97,29.97,h264,Entertainment
CdEcG1dnTEo,34,237,133,192,144,23.25,23.25,h264,Sports
7W-H-d-CF1E,53,427,299,320,240,17,0,h264,Gaming
0kxP-G9ZGGo,257,3062,2867,1280,704,30,30,h264,Gaming
Qw5u-D_TlzY,146,873,753,640,480,25,0,h264,People & Blogs
Xf-X-kX8OGE,130,1126,1012,640,480,30,0,h264,Music
9cqR-YgJLoc,23,3087,3008,1280,720,30,30,h264,Travel & Events
2JFI2-fQBTg,845,3044,2849,1280,720,30,30,h264,Gaming
jw4s-Lt02qE,66,399,348,320,240,29.97,0,h264,Music
u470-uPK0fs,72,400,303,320,240,15,0,h264,People & Blogs
B3lrcOhmp9g,227,2703,2570,1280,720,24,23.98,h264,Science & Technology
jN01-KRcl-8,27,579,451,480,360,29.97,0,h264,Autos & Vehicles
JquL-WwxdJY,360,263,129,322,240,29.92,0,h264,Comedy
x8d5-PgIKSU,254,751,661,640,480,29.92,0,h264,News & Politics
6MKw-kayCV4,632,429,299,426,240,29.97,0,h264,Gaming
TEfZ-dD8Uf4,247,2600,2406,1280,720,25,25,h264,People & Blogs
mzVM-34tb80,105,453,322,640,360,30,0,h264,Howto & Style
dcx6-2Gtm7s,69,423,293,320,240,21,0,h264,Entertainment
5JdK-AhEnyk,102,358,223,320,240,30,0,h264,Travel & Events
VPV2-czCclw,77,200,102,192,144,15,0,h264,People & Blogs
dtdAXqAnPiw,66,940,885,640,480,29.97,0,h264,Entertainment
cZ3I-25VbmU,226,446,385,320,240,30,0,h264,Gaming
0EE_-mPbirU,422,919,800,640,360,30,0,h264,Music
cnmt-7Py5PA,277,5250,5056,1920,1080,29.97,29.97,h264,Comedy
y0_2-0uXfjg,15,133,83,192,144,10,0,h264,People & Blogs
76Qa-vMkgk8,180,418,287,640,480,30,0,h264,Comedy
682y-BB8Ar8,145,857,739,720,404,25,0,h264,People & Blogs
pOYn-cxI6R8,154,1817,1683,1280,720,23.98,23.98,h264,Travel & Events
Eobv-wrqTVk,264,562,435,854,480,25,0,h264,Nonprofits & Activis
aPrT-uRJvU4,47,792,671,640,480,29.97,0,h264,Travel & Events
_mSx-8r1opw,87,782,660,640,480,29.97,0,h264,Music
WxoYfMy3fXM,578,642,517,352,288,25,0,h264,Entertainment
f97g-xD4Mao,201,430,352,272,480,30,0,h264,Comedy
5flm-3MX-Es,474,441,316,640,360,29.97,0,h264,Education
us8D-RN8AHg,31,167,100,176,132,11,0,h264,Comedy
Bty2-CAtpf4,152,647,522,600,480,25,0,h264,Education
s-bt-ygmpoU,265,2110,1980,1280,720,25,25,h264,Entertainment
HNhO-xg4gfg,769,626,501,480,360,25,0,h264,Entertainment
wk6c-GlEVJg,129,2139,2011,1280,720,29.97,29.97,h264,People & Blogs
vg9m-ABE4fc,343,430,300,320,240,30,0,h264,Nonprofits & Activis
LW6K-W4S6Ik,166,1987,1792,960,720,29.97,29.97,h264,Gaming
Fk7Z-5dhiPU,226,240,133,192,144,6,6,h264,Comedy
DIXLPVuBE-4,102,1127,1046,854,480,29.92,0,h264,Science & Technology
lNR5-QawWq0,14,182,100,140,96,15,0,h264,Comedy
DPoc-lQcx_s,292,2209,2127,1280,720,29.97,30,h264,Comedy
sgFk-mU8fmU,108,331,264,320,240,25,0,h264,Film & Animation
EhdI-cCX-uw,647,180,116,320,240,10,0,h264,Entertainment
hL1h-Thh0iY,51,372,271,192,144,10.42,10.42,h264,People & Blogs
Yyh_-vfG4ig,12,3191,2999,1280,720,30,30,h264,Pets & Animals
LShr-xPx1uc,163,600,474,640,480,25,0,h264,People & Blogs
5Ztu-2uVWwU,593,509,410,540,360,29.97,29.97,h264,Gaming
dLWX-5_LN9A,108,442,355,320,240,29.97,0,h264,Autos & Vehicles
LYtu1cARHec,11,867,826,320,240,29.97,0,h264,Travel & Events
654y-YsJc-I,236,1754,1559,960,720,29.97,29.97,h264,Howto & Style
vEW1-nz8C1o,237,627,500,640,480,30,0,h264,Nonprofits & Activis
dAMc-Af80JY,479,6115,5920,1920,1080,25,25,h264,Music
VlA0-TKq510,49,590,496,270,360,30,0,h264,People & Blogs
3SqR-d_mSuM,3236,470,341,600,480,25,0,h264,Education
Yzz4-SZ9_MM,9,2081,1889,1280,720,25,25,h264,Film & Animation
epWu-SZxsSg,38,2322,2179,1280,720,29.92,29.92,h264,Gaming
VXbB-1_quXI,29,604,500,480,360,15,15,h264,People & Blogs
Jors-dGewZI,456,283,182,320,240,30,0,h264,Music
6sy9-1aQpKU,84,3161,3002,1280,720,30,30,h264,Film & Animation
g_tb-3q2nYc,51,563,506,384,288,40.08,0,h264,Autos & Vehicles
bs0t-m9r2Ik,115,471,342,640,480,25,0,h264,Pets & Animals
pv61-UHei4o,211,658,583,640,480,29.92,0,h264,People & Blogs
Vq69aXKPILo,135,895,820,640,480,29.97,0,h264,Sports
zyYk-W_JqNY,161,920,820,640,480,29.97,0,h264,People & Blogs
EuX6-tmq9T0,59,384,280,320,240,30,30,h264,Comedy
i_um-L0_Q3A,1,538,449,320,240,15,0,h264,Sports
K6Ca-d311pc,368,1126,1013,854,480,25,0,h264,Gaming
mKO8-jsmN7M,132,825,704,640,352,30,0,h264,People & Blogs
iXvT--8I558,32,463,335,640,480,24,0,h264,Comedy
8jnr-96vbKk,150,439,309,320,240,29.92,0,h264,Music
p1aH-O8ZhAs,167,422,326,384,288,25,0,h264,Music
EQYs-0EU2UM,478,643,529,480,272,29.92,0,h264,Comedy
N4se-5OrEh4,221,266,131,320,240,29.97,0,h264,Entertainment
5mA8-2oNjFw,58,591,466,854,480,25,0,h264,News & Politics
tv8J-vwzW70,51,2371,2243,1280,720,30,30,h264,Travel & Events
7dyb-1Lx0t4,202,2867,2788,1280,720,25,25,h264,Music
VNtZBU5qfn8,700,2526,2369,960,720,29.97,29.97,h264,Gaming
jbDj-YSGx94,39,2904,2709,1280,720,29.97,29.97,h264,People & Blogs
kL1e-fpJJ8U,56,187,79,192,144,30,30,h264,Howto & Style
3BWF-gfkNz4,18,5284,5093,1920,1080,29.97,29.97,h264,Sports
1n8f-cerCP8,721,1176,1097,640,480,25,0,h264,Sports
jsYa-_5ImI8,335,807,686,640,480,30,0,h264,Sports
yt8J-mGPufk,42,3044,2850,1280,720,29.97,29.97,h264,People & Blogs
5I6B-QJ71GY,188,795,673,400,226,30,0,h264,People & Blogs
eYp0--q1ndk,237,1797,1603,1280,720,25,25,h264,Nonprofits & Activis
fQqJ-INRV3g,120,1567,1373,1280,720,23.98,23.98,h264,Comedy
LbsM-DRnN7k,93,380,320,320,240,15,0,h264,People & Blogs
ZHvF-W4F7QY,265,1218,1090,1280,720,29.97,29.97,h264,Pets & Animals
WMAK-L0NTGY,376,462,333,640,480,25,0,h264,Education
q8I3-T3Y_2U,183,345,213,854,480,29.97,0,h264,Music
sFKC-ZOi9X8,65,582,457,640,480,29.97,0,h264,People & Blogs
58Zg-ufCa5E,624,490,361,640,360,29.97,0,h264,Education
UWN7-vRgDSU,578,6185,6027,1920,1080,29.97,29.97,h264,Sports
vFah-rc7tr0,14,6186,5994,1920,1080,23.98,23.98,h264,Autos & Vehicles
wYFp-RoLMyI,102,328,253,320,240,8,0,h264,People & Blogs
3-Wy-Ftbd40,70,462,332,480,360,25,0,h264,People & Blogs
1h1E-XtWAyk,21,2781,2686,720,1280,29.97,29.99,h264,Travel & Events
IWxhPsAqie8,115,432,302,400,300,25,0,h264,News & Politics
MGJz-8vV0qM,214,294,242,294,240,14.99,0,h264,People & Blogs
q6K1-gENx5U,267,749,626,640,360,30,0,h264,Music
GtIp-0mCR4M,891,1931,1777,1280,720,30,30,h264,Entertainment
8pxR-i6OGA4,151,4368,4233,1920,1080,29.92,29.97,h264,Music
h7Yi-30Hu0g,290,6076,5882,1440,1080,29.97,29.97,h264,Travel & Events
qXx0-JxuEME,601,620,495,640,360,25,0,h264,People & Blogs
XaTx-quRmxU,118,3152,2958,1280,720,29.97,29.97,h264,People & Blogs
J7uU-xuin_w,30,574,501,640,360,22.73,0,h264,People & Blogs
jnwc-2XW_60,26,3002,2920,720,1280,30,30,h264,Entertainment
t-b4-1GOEkU,324,506,377,640,480,30,0,h264,People & Blogs
89bN-5usaTU,9,375,279,320,240,15,15,h264,Entertainment
1yEOGgpqucE,184,435,304,320,240,30,0,h264,Education
w65r-wkKhLA,20,1254,1170,854,480,29.75,0,h264,Gaming
TqW4-NGInws,227,519,391,640,480,29.97,0,h264,Entertainment
CIKd-TXLU34,278,167,103,320,240,29.97,0,h264,Music
pzYZ-_dyck0,87,5397,5203,1920,1080,29.97,29.97,h264,People & Blogs
YXfk-uRnkjU,586,1133,1025,720,480,30,0,h264,Howto & Style
H4jcW5yMD58,21,885,797,640,480,30,0,h264,Nonprofits & Activis
FBdg-CWq4Kc,100,497,421,568,320,30,0,h264,Comedy
_DrY-SXQaPs,165,595,468,640,360,29.97,0,h264,News & Politics
khJG-Xn7qjs,181,699,628,568,320,30,0,h264,Music
zVKg-7D4Ews,687,601,476,640,360,15,0,h264,Gaming
3bCM-U9YB-k,185,692,581,640,480,29.92,0,h264,People & Blogs
nWK4-wFe4E4,70,3116,2961,1280,720,30,30,h264,People & Blogs
rfyi-378Krc,162,1861,1667,1280,720,25,25,h264,Music
UeNN-jO0O8U,226,154,104,192,144,7.5,0,h264,Travel & Events
JGht-MK0btQ,268,519,391,640,480,25,0,h264,People & Blogs
xjtC-kB0oJA,24,927,808,470,360,29.97,0,h264,Gaming
OaWB-0VkTXs,97,396,334,640,254,24,0,h264,Film & Animation
zTRv-b-zzPs,35,2710,2630,720,1280,30,30,h264,Comedy
Et3G-7ir6WI,212,331,182,1280,720,30,30,h264,Gaming
QD0p-dnRUSg,24,2319,2236,1280,720,29.97,29.97,h264,People & Blogs
rj5-cKlc6x0,60,3146,2999,1280,720,30,30,h264,People & Blogs
9k5-bTs_zhg,61,674,575,576,360,20,20,h264,Gaming
KYlQ-z9O69I,102,223,164,176,132,39.42,0,h264,People & Blogs
ylsv-TTNtTA,288,655,530,640,480,29.97,0,h264,Science & Technology
ybR6-tnhaz4,42,427,296,640,360,25,0,h264,Film & Animation
zunI-G0754w,152,2639,2493,1280,720,30,30,h264,Comedy
t_AL-JBzwWA,53,947,829,640,352,30,0,h264,Sports
qJhp-MxRr_s,47,1325,1230,854,480,29.92,0,h264,Sports
9dQO-isJRE0,25,391,279,320,240,25,25,h264,Entertainment
ch6d-UHXzjM,820,821,735,640,480,25,0,h264,People & Blogs
_obo-rIt35M,99,3456,3262,1920,1080,25,25,h264,Entertainment
5B6R-QLzMks,2952,973,857,640,480,25,0,h264,People & Blogs
i2Jz-qODzAs,109,623,530,568,320,30,0,h264,Howto & Style
Etsf-al5i2s,849,293,159,640,480,30,0,h264,Music
J84X-zpWPao,19,1436,1409,720,480,26.83,0,h264,Entertainment
QoaH-xdkIek,10,414,315,320,240,15,0,h264,People & Blogs
QnPX-_M-RrI,64,164,82,192,144,16.08,0,h264,Comedy
Atzt-wfHHiE,307,1172,1093,640,480,29.97,0,h264,Science & Technology
XnEh-evNaYQ,176,3151,2997,1280,720,25,25,h264,Film & Animation
1yNX-jk_AnA,63,1994,1800,1280,720,24,24,h264,People & Blogs
miu4-dEH1b4,285,530,401,720,480,29.97,0,h264,Gaming
hQBC-xUCgKk,174,390,261,640,480,10,0,h264,Science & Technology
lzX8-M6DlLc,368,139,134,192,144,25,25,h264,Entertainment
fNPS-ClUxbQ,508,461,332,640,480,25,0,h264,Music
NUPh-9Vo7Kg,39,576,478,640,352,10,10,h264,Film & Animation
rHfj-2W8Dmk,98,5457,5263,1920,1080,29.97,29.97,h264,Comedy
htHT-Vx-XOU,252,320,263,320,240,30,0,h264,Music
HVQ6-snZpFU,220,876,823,640,480,29.97,0,h264,Music
-R6WS9_H1DI,199,2616,2458,1280,720,29.97,29.97,h264,Gaming
Pln3-Sq1CTE,660,2033,1875,1920,1080,29.97,29.97,h264,Gaming
3IGn-yxrmn8,15,648,553,352,200,30,0,h264,Pets & Animals
Eir9-NAUQo4,189,313,257,320,240,29.97,0,h264,Pets & Animals
_X6lhgBf9WI,141,1016,899,854,470,29.97,0,h264,Music
vYAr-h0WiT4,1189,902,782,854,480,30,0,h264,Sports
zYJ-w7ZW0Oo,64,352,252,272,480,30,0,h264,Music
g4JP-ei4dnk,101,167,115,352,288,29.97,0,h264,People & Blogs
DaAG-hD8SDA,1514,4646,4451,1920,1080,29.97,29.97,h264,Gaming
w0rz-SCHN4s,53,372,295,320,240,15,0,h264,People & Blogs
hxKa-XAbpqU,89,223,88,640,480,25,0,h264,Music
bF8S-b_KkYQ,2,501,386,320,240,15,0,h264,People & Blogs
JF6n-6gfFGs,274,1022,906,640,480,30,0,h264,People & Blogs
tSYF273jKt4,595,577,468,384,288,25,0,h264,Travel & Events
NDF2-WvzNEs,65,1375,1180,1280,720,15,15,h264,Gaming
h3HE-PxNxss,319,2176,1981,1280,720,29.97,29.97,h264,Travel & Events
Yk0M-bRLW5U,65,627,505,480,360,25,0,h264,News & Politics
7zIV-uClDgw,18,423,293,480,360,29.92,0,h264,People & Blogs
rXkw-Jgwyy4,249,625,500,854,480,29.97,0,h264,Music
80A5-YoxVXk,41,1255,1061,1280,720,24,24,h264,People & Blogs
uVjc-i-iW2I,86,1252,1058,1280,720,25,25,h264,Gaming
mGXl-J8H3FQ,963,909,791,640,480,25,0,h264,Travel & Events
3Hep-iQi2r4,121,196,144,176,132,15,0,h264,Entertainment
GGes-7zAXQc,6,6112,5948,1920,1080,30,29.99,h264,Travel & Events
SW0Q-luzMyg,87,427,297,426,240,30,0,h264,Science & Technology
EeW0-A5UHd0,751,745,623,640,480,25,0,h264,People & Blogs
a1WY--AXSRM,268,601,475,640,480,29.97,0,h264,Music
UPKD-d7C3dk,288,863,743,854,480,25,0,h264,People & Blogs
zp40-3pbXUE,5,291,283,720,480,24,0,h264,Film & Animation
O91a-7PoAwM,230,413,369,192,144,44.67,0,h264,Entertainment
Wvmf-_z3mpg,22,1002,884,854,470,29.97,0,h264,Howto & Style
0iF5-ClwJkg,64,862,805,320,240,29.97,0,h264,People & Blogs
jiLN-v-zXbM,597,1124,1025,720,480,29.97,0,h264,Howto & Style
TCSv-TFCVCk,37,353,222,640,480,6,0,h264,Autos & Vehicles
GnrC-gEzYyc,183,374,298,640,360,10.75,0,h264,People & Blogs
fuEM720640A,365,4863,4669,1440,1080,29.97,29.97,h264,Autos & Vehicles
YoLy-X2MmfE,123,473,343,568,320,30,0,h264,Music
0TgQ-2GcHaA,96,361,228,640,480,30,0,h264,People & Blogs
RNhO-wEv-XY,40,604,499,320,240,15,15,h264,Autos & Vehicles
kqMQ-iPbFuE,49,544,0,720,480,12,0,vp8,Music
zG_j-4dUIVs,131,2667,2473,1280,720,29.97,29.97,h264,Film & Animation
EM87-zdfxJ8,361,462,332,640,480,29.97,0,h264,Entertainment
5yAM-gbpN5A,213,460,331,492,360,25,0,h264,Music
uS0d-vPFP2Q,31,461,363,568,320,30,0,h264,Comedy
k8Z9-NaIVBk,49,312,240,322,240,29.97,0,h264,People & Blogs
31DS-6i0y8Y,209,1055,861,1280,720,29.97,29.97,h264,Music
IcK3-nLIEOo,448,843,739,640,480,25,0,h264,Film & Animation
mkMf-eo9RzI,245,498,369,426,240,29.97,0,h264,People & Blogs
_9vy-KU5qBc,130,745,622,640,360,30,0,h264,Music
MBJg-PE2ikU,93,859,739,640,480,25,0,h264,News & Politics
MY1s-JkvV1Y,461,649,524,640,480,25,0,h264,People & Blogs
YSML-8DZziU,250,2130,2003,1280,720,14.98,14.98,h264,Music
5jto-Uy5fVU,64,1214,1171,640,480,30,0,h264,Sports
DEj6-YXnUpI,182,851,732,854,480,25,0,h264,People & Blogs
KR4b-hUCKjo,897,1632,1478,1280,720,25,25,h264,Film & Animation
F-f8-a3nYn8,324,1004,887,640,480,29.97,0,h264,Film & Animation
5OlX-OcD7mU,34,410,312,640,360,15.92,0,h264,People & Blogs
zLtL-MU-eaY,1622,2480,2285,1280,720,30,30,h264,Gaming
aCTN-H4Qlzs,32,736,615,720,480,29.97,0,h264,Education
y2V-sU69bqE,257,617,502,320,240,29.97,29.97,h264,Music
jO9e-azSWmY,889,560,510,640,360,29.97,0,h264,Entertainment
XKnj-dwd2Ts,17,846,723,640,480,29.97,0,h264,Sports
8eC1--1sk3U,47,236,133,270,360,30,0,h264,News & Politics
MAxk-VKMuXI,96,431,326,320,240,25,0,h264,News & Politics
f8mh-uVuYAc,847,547,454,320,240,15,0,h264,People & Blogs
SeAP-2S1yik,7,454,330,320,240,29.97,29.97,h264,Comedy
hULfENERmBg,186,341,336,534,480,30,0,h264,Gaming
FNFbsh9m754,658,725,602,640,480,25,0,h264,People & Blogs
zQCd-oM9ZJg,71,8263,8069,1080,1920,30,30,h264,People & Blogs
qooQ-tQEAwM,60,329,264,320,240,30,0,h264,People & Blogs
kHUD-e9xxfQ,205,423,346,360,480,30,0,h264,Gaming
bfOl-2Y1H6I,320,6190,5995,1920,1080,30,30,h264,People & Blogs
4vcb-5rCRo0,2546,400,270,240,180,15,0,h264,People & Blogs
zBfw-haobpA,374,492,364,384,288,25,0,h264,Entertainment
US9G-7kiI3w,18,415,337,272,480,30,0,h264,Comedy
rsXC-E6vHvA,264,350,237,640,480,25,0,h264,Comedy
ooiD-HJJ8xI,57,3008,2874,1280,720,24,23.98,h264,People & Blogs
mTDN-fLYKHo,159,435,349,320,240,11.99,11.99,h264,Entertainment
o99H-a4JI-g,507,354,233,320,180,29.97,0,h264,Nonprofits & Activis
kXy_-lFY7Ug,3006,874,755,600,480,25,0,h264,Sports
WL-W-528-jw,319,1224,1172,640,480,29.97,0,h264,Entertainment
V0Pa-Ye4UyE,6,259,191,320,240,24.67,0,h264,People & Blogs
l-7h-FugvuE,62,617,501,480,360,24.98,24.98,h264,Sports
KyOx-FUXfF8,225,227,165,320,240,25,0,h264,People & Blogs
uQng-kaVd6s,221,409,281,312,240,10.42,0,h264,People & Blogs
oEGb-83h230,61,253,195,320,240,14.99,0,h264,People & Blogs
B3i_-KHO_Mk,332,2323,2128,1280,720,29.97,29.97,h264,Gaming
czmL-rjz14s,36,247,198,350,240,15,0,h264,People & Blogs
q1BJ-qkCMoo,201,2763,2568,1280,720,25,25,h264,Autos & Vehicles
mjpm-dymJPk,105,4460,4315,1920,1080,29.97,29.97,h264,Sports
C9wX-L5RlyQ,220,150,94,364,364,10,0,h264,Music
SmSp-7urTEI,49,190,133,320,240,29.97,0,h264,People & Blogs
yIYf-PjHsLQ,35,414,283,320,240,24,0,h264,Entertainment
gKU1-5IS9_I,74,789,667,854,480,29.97,0,h264,Entertainment
h48T-F-3rBA,92,849,809,640,360,25,0,h264,Autos & Vehicles
BgHf-OWfHkQ,178,1151,1039,640,480,21.75,0,h264,People & Blogs
Cr3j-yr6J60,3,1810,1812,1920,1080,25,25,h264,People & Blogs
9EEW-kTZabs,720,823,703,854,480,25,0,h264,Education
2hYE-WOu7R0,641,376,262,352,288,25,25,h264,Film & Animation
6lgZ-n4xDio,261,1254,1177,640,480,29.97,0,h264,People & Blogs
Vfa3-_UqEuE,106,2412,2333,1280,720,30,30,h264,Music
G3A8-qzyKtw,38,160,81,320,240,30,0,h264,People & Blogs
8S37-shlqL0,131,802,809,720,480,29.97,0,h264,Travel & Events
FnNF-jX0M-g,309,401,304,320,240,15,0,h264,People & Blogs
5gxS-PU6vgI,114,904,819,640,480,24,0,h264,People & Blogs
r01Q-qnO0tI,486,613,489,480,360,25,25,h264,Film & Animation
1YPX-hk2nFU,410,794,673,640,480,25,0,h264,Music
Atyy-6SRsZ8,21,196,140,200,160,10.33,0,h264,People & Blogs
rVeC-7GR0_4,295,5884,5690,1920,1080,30,30,h264,Sports
2Wid-bCUXv8,196,431,301,320,240,29.97,0,h264,People & Blogs
v-fD-ZP76xg,50,1021,933,720,480,29.97,0,h264,People & Blogs
BBNL-Gvumxg,902,915,721,1280,720,10,10,h264,Comedy
2TXm-QHXCzU,271,868,748,640,480,30,0,h264,Entertainment
0_Qg-mZKlBA,429,3194,3000,1280,720,29.92,29.92,h264,People & Blogs
ftOh-EtpTpo,16,231,125,176,144,30,30,h264,Autos & Vehicles
OIdO-YMXCvI,133,6116,5957,1920,1080,29.97,29.97,h264,Autos & Vehicles
wH_c-9ORj60,13,874,812,640,352,29.97,0,h264,Entertainment
EzpJ-VUB6Ng,6,805,711,480,480,29.97,0,h264,People & Blogs
oSng-3NQKEo,361,909,820,480,360,29.97,0,h264,Music
Cd3t-R48bTc,65,639,567,320,240,30,0,h264,People & Blogs
7Zz4c46_M50,23,164,165,320,240,14.92,0,h264,Autos & Vehicles
_aXx-mhHTkc,66,6085,5950,1920,1080,29.92,29.97,h264,Music
Qeqa-P_Wlpk,114,469,468,480,360,29.97,29.97,h264,Pets & Animals
F_tM-m8nvG4,2302,683,558,640,480,30,0,h264,Autos & Vehicles
Qfm1-kqcf10,146,658,533,854,480,30,0,h264,Travel & Events
j9Js-BGLA3E,385,552,451,640,480,30,0,h264,Music
4UPb-NIYjMA,339,4447,4303,1920,1080,29.97,29.97,h264,News & Politics
UBkE-c60oSw,52,1294,1184,640,480,30,0,h264,Music
oJ6b-ldqRbs,6,2038,1891,720,1280,29.97,29.97,h264,People & Blogs
vTgY-aNqhFQ,866,374,298,640,480,12,0,h264,Entertainment
9Gce-UuMoDM,196,465,368,640,480,29.97,0,h264,Music
lGuq-x61hDo,497,430,302,352,288,15,0,h264,Pets & Animals
BmF6-Ko2Yys,306,2131,1937,1280,720,30,30,h264,Gaming
xsGR-kVNc-c,31,749,626,320,180,30,0,h264,People & Blogs
dMMB-qIYQSM,22,410,281,320,240,29.97,29.97,h264,Entertainment
H2q3-MMcJ5Y,27,505,408,272,480,30,0,h264,Comedy
aR7W-Xn2f24,96,984,874,854,480,29.97,0,h264,People & Blogs
EMkU-jPU56w,218,5695,5501,1920,1080,29.97,29.97,h264,Entertainment
Gly1--v2LU0,98,414,316,320,240,30,0,h264,Pets & Animals
6aFV-aSEYRU,43,266,186,176,144,15,0,h264,Comedy
tG1G-rtD_6k,262,2540,2382,1280,720,29.97,29.97,h264,Music
Mvsi-hiRupU,138,855,735,640,480,29.97,0,h264,Entertainment
qgju-FqVugI,7105,673,548,640,480,29.97,0,h264,People & Blogs
P5IA-BUPBsc,281,863,855,900,720,30,30,h264,People & Blogs
55FW-EtusSc,261,694,570,640,480,29.97,0,h264,Music
mdxh-0TXplw,14,932,812,712,480,29.97,0,h264,Entertainment
HFqj-7hGQIs,181,333,234,640,480,29.97,0,h264,Music
tqH9iAXubAs,53,812,820,640,480,15,0,h264,People & Blogs
xfXu-FbSGn8,43,2917,2799,1440,1080,29.97,29.97,h264,Science & Technology
Uou3-z0p2Js,393,1705,1510,1920,1080,29.97,29.97,h264,Music
6LYD-_8RXTo,378,525,396,640,360,29.97,0,h264,Autos & Vehicles
